no_mitra,id_posisi,nama_posisi,nama_mitra,id_mitra,nama_kegiatan,kuota_posisi,lokasi_kerja,tipe_aktivitas,url_logo
2282,7d50f613-55a4-11ed-8e0a-3642855f7e03,Traditional Retail Intern,XL Axiata,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
2283,a0a783d2-6050-11ed-bb63-2e0edbdc1ce0,Traffic Generator Writer Intern,Zenius,261f4d66-aa98-41a5-a213-a079764411a7,Zenius Professionals Practice Program Angkatan 4,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png
2284,77d7db99-810f-11ed-bcd8-aa76604f701e,"Traffic, Search, & Category Experience Interns",Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Indonesia Commercial [Jakarta],4,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
2285,b3379bbb-801f-11ed-b375-2603a0457f29,Trainer,Home Credit Indonesia,ae9a3576-23cb-42c2-9885-4cb1a4141799,Home Credit Apprenticeship  Program (HAP) 3.0 ,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png
2286,0a6997ec-6a45-11ed-aad2-c63f61abb566,Training Enrollment & Vendor Management Intern,Bank CIMB Niaga,7ee6d215-9ad2-4565-81c1-555e8efb1360,L&D Training Enrollment & Vendor Management,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_de215b33-560a-4fc0-b322-6d9cc3b3a0b1.png
2287,76199526-8038-11ed-82a8-2615bc75a6a3,Training Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Logistics Indonesia [Kelapa Gading] ,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
2288,cb9d8948-559b-11ed-b209-b250481d78c3,Traning Officer,Trans Retail Indonesia,0ec1e3dd-b754-435e-9308-8b77ce0dc15b,Learning Management di Head Office,7,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_46424d48-bf41-43aa-89dd-e8702beb2f80.jpg
2289,150ba932-8107-11ed-bcd8-aa76604f701e,Transaction Banking,Bank Danamon,4fe86c18-31b5-4adf-a5cf-1c9fb8386f52,Danamon Apprenticeship Program,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_eb673130-fd5c-4289-8a4b-f263460c9494.png
2290,3c236d93-566b-11ed-b186-36a705b63a4f,Trans Hardware & Trans Living Merchandiser  Officer,Trans Retail Indonesia,0ec1e3dd-b754-435e-9308-8b77ce0dc15b,Learning Management di Head Office,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_46424d48-bf41-43aa-89dd-e8702beb2f80.jpg
2291,70d01232-7f73-11ed-99cd-aa76604f701e,"Translator, Editor, Project Manager",STAR Language Solutions,bf328fff-b153-4fc2-a478-f546d850eb20,Translation Editing Of Various Contents,20,Kab. Sleman,OFFLINE,
2292,80e74983-7d21-11ed-9cd4-e28bf6b6d14d,"Translator/Editor, Project Manager, Business Development",STAR Language Solutions,bf328fff-b153-4fc2-a478-f546d850eb20,Business Communication,20,Kab. Sleman,OFFLINE,
2293,a28aa518-7f5b-11ed-b2f3-c6fe83fcca68,"Translator, Project Manager",STAR Language Solutions,bf328fff-b153-4fc2-a478-f546d850eb20,"Translation Of Legal Contents (Contract, Agreement, Privacy Policy)",20,Kab. Sleman,OFFLINE,
2294,6c9a4ae2-7f55-11ed-99cd-aa76604f701e,"Translator, Project Manager",STAR Language Solutions,bf328fff-b153-4fc2-a478-f546d850eb20,Translation Of Marketing Contents (Digital & Conventional),20,Kab. Sleman,OFFLINE,
2295,827dc969-7f60-11ed-99cd-aa76604f701e,"Translator, Project Manager",STAR Language Solutions,bf328fff-b153-4fc2-a478-f546d850eb20,Subtitling Of Multimedia Contents,20,Kab. Sleman,OFFLINE,
2296,45fabf78-7f4d-11ed-bfb0-2615bc75a6a3,"Translator, Project Manager",STAR Language Solutions,bf328fff-b153-4fc2-a478-f546d850eb20,"Translation Of IT Contents (UI, UA, Software, E-commerce, Cloud)",20,Kab. Sleman,OFFLINE,
2297,c6e2e51b-7f82-11ed-99cd-aa76604f701e,Treasury & International Banking Program,PT Bank Mandiri (Persero) Tbk,875a41ac-8ad4-4a1f-9d91-e6afb053ecba,Treasury & International Banking Program,15,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_84bcfb88-9387-49ac-a564-f6070f7f5de3.png
2298,21cda83b-7060-11ed-83e6-668d7502ff5d,TV Brand Communications Team,NET.,94fccadb-274a-4ce3-aab3-53200087fc3c,InternNET.ship,10,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_1e34fe2e-9765-474c-a887-4b3339159653.png
2299,e2249193-705f-11ed-a7a1-0278cb7f6574,TV Human Capital Team,NET.,94fccadb-274a-4ce3-aab3-53200087fc3c,InternNET.ship,10,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_1e34fe2e-9765-474c-a887-4b3339159653.png
2300,059f17bd-705d-11ed-8312-feb214c74b66,TV News Crew,NET.,94fccadb-274a-4ce3-aab3-53200087fc3c,InternNET.ship,10,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_1e34fe2e-9765-474c-a887-4b3339159653.png
2301,a649c28e-705f-11ed-a7a1-0278cb7f6574,TV Production Crew,NET.,94fccadb-274a-4ce3-aab3-53200087fc3c,InternNET.ship,30,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_1e34fe2e-9765-474c-a887-4b3339159653.png
2302,0398119d-7062-11ed-9540-86f9589d528b,TV Production Services Crew,NET.,94fccadb-274a-4ce3-aab3-53200087fc3c,InternNET.ship,10,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_1e34fe2e-9765-474c-a887-4b3339159653.png
2303,124cfc0e-7061-11ed-9540-86f9589d528b,TV Program Operations Crew,NET.,94fccadb-274a-4ce3-aab3-53200087fc3c,InternNET.ship,10,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_1e34fe2e-9765-474c-a887-4b3339159653.png
2304,d78b7be6-705d-11ed-a7a1-0278cb7f6574,TV Research & Development Team,NET.,94fccadb-274a-4ce3-aab3-53200087fc3c,InternNET.ship,10,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_1e34fe2e-9765-474c-a887-4b3339159653.png
2305,5d6cea70-6ef4-11ed-9cff-0278cb7f6574,UI Designer,Bank BRI,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,"Digital Banking Development, Ecosystem & Operation",5,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png
2306,19b25ad3-803b-11ed-82a8-2615bc75a6a3,UI Intern,Telkomsel,162aef9f-4662-4465-82d8-7adf85a712f0,Developing User Interface Design In Mobile & Desktop Platform To Revamping The Digital Experience On One-stop-solution Marketplace For SME Segment,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_50747a6b-6962-4e51-bfa6-406c27ebc6b6.png
2307,5f500be2-6e30-11ed-98a6-964ca1abcf1b,UI/UX,BISA AI ACADEMY,cfca8159-1096-4dd6-a3b7-ab0da4507cc6,"UI/UX, Content Creator dan Technical Writer untuk Sistem ERP Pendidikan Bisa AI Academy",3,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f4097b5d-c439-431c-ad91-30d6e505287c.jpg
2308,9731b7b0-6ff8-11ed-83fd-7e8ddab09462,UI/UX Design,Bangbeli,28db6842-7383-42ba-80b7-bf02b8aac8f7, Project-Based Learning Internship Bangbeli,4,Kota Malang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c75e82ed-0291-4702-be9a-43e96b6e253d.png
2309,ebbc9243-7099-11ed-83e6-668d7502ff5d, UI / UX Designer ,Synapsis.id,b8aaf5af-e69c-4434-89b5-dc2dbbdf7a15,Learning Practice Program ,3,Kota Jakarta Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c197900c-4362-422d-8cef-5c2f03d7ddb6.png
2310,c2265cae-706d-11ed-b6f6-62d54cabf853,UI / UX Designer,VOCASIA,77cde2f6-fa33-4932-8847-83b3414b1877,Vocasia Internship Professional Edutech Program,2,Kota Jakarta Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_47596fd8-2b46-4ad8-8a00-392d7c8107a2.png
2311,87bfdbbc-5e68-11ed-8147-9a530862f121,UI/UX Designer,Nusantara Infrastructure,33c404bb-b227-4a65-85dc-9fe9cf434e1e,"NITA, NISA, dan Digi Parking Mobile Apps. Development",1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg
2312,943a7e0a-8133-11ed-979c-f6e17ff1bedb,UI/UX Designer,Mamminasata Land,fd72409f-67e6-41cf-82a2-0b252b333ef3,Pegembangan Villa & Resort Daar El-Fatih,5,Kota Makassar,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_77533b48-a827-4257-a2fe-bb8daa1eb2b3.jpg
2313,060a66f7-6ebb-11ed-9161-22d0c8df9d48,UI/UX Designer,Bank BRI,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,"Value Chain Activation : Sistem Kurasi, SSA, dan Ecosystem Profitability Analysis (EPA)",1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png
2314,4c5627b2-6ef9-11ed-8b84-22d0c8df9d48,UI/UX Designer,Bank BRI,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,New Finance System,2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png
2315,1634bce4-79fd-11ed-8ecc-126a7f5dfbc7,UI/UX Designer,Bank BRI,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,Full Bank Solutions Through Ecosystem Approach (QLola By BRI),2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png
2316,35925bec-6ec9-11ed-9cff-0278cb7f6574,UI/UX Designer,Telkom,95c5cbf2-68be-4146-9fef-f891db857f3b,Digital Amoeba,6,"Kota Jakarta Selatan, Kota Jakarta Pusat, Kota Bandung",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fd204644-5cb0-4ff1-a187-0becd4016be4.png
2317,e14903c0-6f97-11ed-9576-62d54cabf853,UI/UX Designer,Bluebird Group,ac1f94db-56fa-4a5c-8cfa-5c6c67b3f1fb,Belajar Birdsama Bluebird,2,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344c87cc-627d-46d8-a4cb-650b8e73d167.jpg
2318,38214a95-6fbd-11ed-83fd-7e8ddab09462,UI/UX Designer,YHC QuIP (Quality Internship Program),054b69c6-e415-4e06-be7f-491f672a68b0,Improving Performance Skill Through Project Management,10,Batola dan Banjarmasin Kalimantan Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_36c92668-9a5e-4ef2-89e6-717e1c387010.png
2319,c4bd5f7e-705c-11ed-83e6-668d7502ff5d,UI/UX Designer ,Citiasia Inc.,1d463f4f-bcd8-4125-87a9-e0c00f5328dc,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53530d4e-b597-4989-ba93-d03aeb8da921.png
2320,e5a76e6a-631a-11ed-87e2-3e2209ea9924,"UI/UX Designer For Healthcare, Credit Scoring & LXP Project",M-Knows Consulting,e11d086f-a5f6-4a48-b9de-0cab5d5f5960,Kampus Gratis Apps - Platform Kuliah Gratis S1 & D1 bagi Kaum Marjinal di Indonesia,4,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_942d9672-8cf9-4b06-ac86-ab4aa197d01f.png
2321,dd4f9e87-59b9-11ed-b1fc-7a77835150ba,UI/UX Designer for KG Project,M-Knows Consulting,e11d086f-a5f6-4a48-b9de-0cab5d5f5960,Kampus Gratis Apps - Platform Kuliah Gratis S1 & D1 bagi Kaum Marjinal di Indonesia,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_942d9672-8cf9-4b06-ac86-ab4aa197d01f.png
2322,66e00068-6ebc-11ed-86a1-563600033649,UI/UX Designer Intern,Bank BRI,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,World Class Wholesale Banking,1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png
2323,df467d22-707d-11ed-83e6-668d7502ff5d,UI/UX Designer (Satudikti),Dikti,55eb611a-16ed-4166-adf7-3254e22ba206,Pengembangan Aplikasi Satudikti,2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_29f078c6-3091-48bf-aae7-206662f521aa.png
2324,5fb5a952-6b0e-11ed-8225-d61b0e2692e7,UI UX Engineer,Widya Robotics,93cf8c69-e6cc-423b-a011-695680382291,"Learning Management di Startup Artificial Intelligence, IoT, dan Robotika",2,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ac92522e-1227-497a-bb7c-6783e41bb299.png
2325,11388d77-6ec9-11ed-9cff-0278cb7f6574,UI/UX Research.,Telkom,95c5cbf2-68be-4146-9fef-f891db857f3b,Digital Amoeba,6,"Kota Jakarta Selatan, Kota Jakarta Pusat, Kota Bandung",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fd204644-5cb0-4ff1-a187-0becd4016be4.png
2326,bd6ec2da-7f58-11ed-bfb0-2615bc75a6a3,UI/UX Researcher Analyst (BKD),Dikti,55eb611a-16ed-4166-adf7-3254e22ba206,Pengembangan Dan Helpdesk SISTER BKD,3,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_29f078c6-3091-48bf-aae7-206662f521aa.png
2327,618c89cf-7f4e-11ed-9af6-e28bf6b6d14d,UI/UX Researcher (PDDikti),Dikti,55eb611a-16ed-4166-adf7-3254e22ba206,Pengembangan Dan Helpdesk PDDikti,2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_29f078c6-3091-48bf-aae7-206662f521aa.png
2328,ecc9c226-708f-11ed-83e6-668d7502ff5d,UI/UX Specialist,Telkom,95c5cbf2-68be-4146-9fef-f891db857f3b,VR Lab Development		,2,Kota Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fd204644-5cb0-4ff1-a187-0becd4016be4.png
2329,b105d3b4-6ed4-11ed-9cff-0278cb7f6574,UI/UX  Specialist,Telkom,95c5cbf2-68be-4146-9fef-f891db857f3b,Telkom Regional Internship Program,1,"Kota Balikpapan, Kota Bandung, Jakarta, Jawa Tengah, Yogyakarta",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fd204644-5cb0-4ff1-a187-0becd4016be4.png
2330,323dd9b4-5bef-11ed-8cef-e6160cf2a0cf,"Unreal Engine Programmer for XR, VR & AR Project Under openXR Platform and Devices",M-Knows Consulting,e11d086f-a5f6-4a48-b9de-0cab5d5f5960,Kampus Gratis Apps - Platform Kuliah Gratis S1 & D1 bagi Kaum Marjinal di Indonesia,4,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_942d9672-8cf9-4b06-ac86-ab4aa197d01f.png
2331,266fb7c4-6fb7-11ed-83fd-7e8ddab09462,UPM Admin,Surya Citra Media - EMTEK Group,b409663d-e067-46e0-81d9-eb4fff33f45f,SIP (SCM Internship Program),1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png
2332,95fc77a0-80f9-11ed-8834-ae9e72da6bb1,User Growth Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Indonesia Commercial [Jakarta],2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
2333,23c0ffdf-8036-11ed-91e0-ae9e72da6bb1,UX Designer ,Home Credit Indonesia,ae9a3576-23cb-42c2-9885-4cb1a4141799,Home Credit Apprenticeship  Program (HAP) 3.0 ,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png
2334,bfcae731-6b27-11ed-a22e-c63f61abb566,UX Research,BTPN Syariah,09c13350-1baf-4c00-bbd2-f5fb7fd8fae3,UX Research for Business Development,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7d4136a8-0963-485e-95ce-1f9cd5233df6.png
2335,8b742e85-6ef4-11ed-9cff-0278cb7f6574,UX Researcher,Bank BRI,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,"Digital Banking Development, Ecosystem & Operation",5,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png
2336,d015e551-804e-11ed-be97-9aeeab388a33,UX Researcher,Vidio,8bb8fd87-8e0e-41b8-bcc4-a924fbae04f9,Peningkatan Kualitas Product Dari Segi Product Management Dan Design Dari Aplikasi Vidio,3,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_805c82cb-fe4b-47f2-8cbf-054b6e40cb33.png
2337,efe1356f-6ebb-11ed-86a1-563600033649,UX Researcher Intern,Bank BRI,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,World Class Wholesale Banking,2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png
2338,a19a49f8-80d9-11ed-be97-9aeeab388a33,UX Research Intern,Telkomsel,162aef9f-4662-4465-82d8-7adf85a712f0,"Learning Digital Marketing And Develop Content Management System For Orbit Through Action &  Innovation And Develop Good User Experience Orbit To Increase Transaction, Engagement, And Reduce Complain",1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_50747a6b-6962-4e51-bfa6-406c27ebc6b6.png
2339,f680b82b-6ff7-11ed-a7a1-0278cb7f6574,UX Writer,Bangbeli,28db6842-7383-42ba-80b7-bf02b8aac8f7, Project-Based Learning Internship Bangbeli,2,Kota Malang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c75e82ed-0291-4702-be9a-43e96b6e253d.png
2340,190606f8-73d5-11ed-a0dc-b2d858cc7bd2,Vehicle & Parts Logistic Division - Planning Intern,Toyota Indonesia,52ec1191-2559-49fb-972c-abef2629cdbc,Toyota Internship Program,1,"Sunter, Jakarta Utara & Karawang, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9ec83d03-8bed-47be-94f2-60e034c180c4.png
2341,a21d3195-6bd4-11ed-9b00-0278cb7f6574,Vendor Controller,GITS.ID,84a0c19d-fe08-470f-8b1d-a210e8a1c91f,Implementasi dan pengembangan dalam Objective and Key Results,2,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e0e58a43-a4fc-4884-b9cb-dd7410b8989d.jpg
2342,b20aa248-8059-11ed-b375-2603a0457f29,Vendor Management Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Logistics Indonesia [Kelapa Gading] ,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
2343,0f6fb277-8059-11ed-82a8-2615bc75a6a3,Vendor Management Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Logistics Indonesia [Cimanggis],1,Kota Depok,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
2344,6908c108-747d-11ed-b175-b2d858cc7bd2,Vendor Relations Intern,Shipper,648a1e21-4b5d-4a2c-b02e-2ead74eae085,Shipper Academy Internship Program Season 2.0,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b76494ae-980d-4a68-9115-38613dc21698.png
2345,59ea4d4c-654b-11ed-8642-0ec0e2c26b07,Vertical Brand Owner Intern ,Erajaya,a748af00-6fc5-44c8-a820-fda83886973c,Lets Grow with Erajaya,4,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b68b978-babc-4555-b29d-ac9ca4fe7af5.png
2346,9b946303-6ed1-11ed-9cff-0278cb7f6574,Vertical Marketing Intern,Bluebird Group,ac1f94db-56fa-4a5c-8cfa-5c6c67b3f1fb,Belajar Birdsama Bluebird,1,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344c87cc-627d-46d8-a4cb-650b8e73d167.jpg
2347,0e0bb07c-7091-11ed-9540-86f9589d528b,Video Animation,Telkom,95c5cbf2-68be-4146-9fef-f891db857f3b,VR Lab Development		,1,Kota Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fd204644-5cb0-4ff1-a187-0becd4016be4.png
2348,5c469db8-7094-11ed-8ea0-7e8ddab09462,Video Animation,Telkom,95c5cbf2-68be-4146-9fef-f891db857f3b,SMK,8,Jakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fd204644-5cb0-4ff1-a187-0becd4016be4.png
2349,a89fa982-6fa5-11ed-a7a1-0278cb7f6574,Video  Content Creator (Corporate Social Responsibility),Surya Citra Media - EMTEK Group,b409663d-e067-46e0-81d9-eb4fff33f45f,SIP (SCM Internship Program),2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png
2350,c96560f4-6fb5-11ed-a7a1-0278cb7f6574,Video Distribution (Social Media),Surya Citra Media - EMTEK Group,b409663d-e067-46e0-81d9-eb4fff33f45f,SIP (SCM Internship Program),3,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png
2351,1ff260e4-7f61-11ed-b2f3-c6fe83fcca68,Video Editor,Sebangku Games,a79ed31b-6180-41a7-87ce-9727630f5361,Aktivitas 2 -  MARICA; Platform Pembelajaran Berbasis Gamifikasi,4,Kota Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_57bf2cf6-61e6-45b0-9d84-47610a22952b.png
2352,1bace1a1-4eb1-11ed-b7a0-b2a0cab2a843,Video Editor,dr. Mekanik Academy,51eebb91-c684-4d2c-a4bb-b1784a3be41a,dr. MEKANIK ACADEMY,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_14a64f25-841d-4162-8a8e-f6793d5882f1.png
2353,9a6b06d3-8056-11ed-82a8-2615bc75a6a3,Video Editor,Vidio,8bb8fd87-8e0e-41b8-bcc4-a924fbae04f9,Peningkatan Kualitas Product Dari Segi Product Management Dan Design Dari Aplikasi Vidio,7,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_805c82cb-fe4b-47f2-8cbf-054b6e40cb33.png
2354,7f3d3e62-81bb-11ed-8c99-9aeeab388a33,Video Editor,VOCASIA,77cde2f6-fa33-4932-8847-83b3414b1877,Vocasia Internship Professional Edutech Program,3,Kota Jakarta Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_47596fd8-2b46-4ad8-8a00-392d7c8107a2.png
2355,5a1aaa0c-4ea6-11ed-b7a0-b2a0cab2a843,Video Editor,dr. Mekanik Academy,51eebb91-c684-4d2c-a4bb-b1784a3be41a,SMART AUTOMATIC GUIDED VEHICLE (AGV),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_14a64f25-841d-4162-8a8e-f6793d5882f1.png
2356,a5944969-8134-11ed-b579-e28bf6b6d14d,Video Editor,Mamminasata Land,fd72409f-67e6-41cf-82a2-0b252b333ef3,Pegembangan Villa & Resort Daar El-Fatih,5,Kota Makassar,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_77533b48-a827-4257-a2fe-bb8daa1eb2b3.jpg
